"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2024 FD1)","2024-Mar-20 20:00 ± < 00:01","0.00732","0.00730","5.08","5.01","29.4","3.5 m -  7.8 m","0"
"(2024 FC4)","2024-Mar-21 03:27 ±    00:08","0.01283","0.01273","10.90","10.88","25.1","26 m -   57 m","0"
"(2024 GS)","2024-Mar-21 05:22 ±    00:04","0.03040","0.03006","9.36","9.35","26.6","12 m -   28 m","0"
"(2024 CZ7)","2024-Mar-21 17:32 ± < 00:01","0.08735","0.08730","5.09","5.09","23.0","66 m -  150 m","0"
"(2024 FN2)","2024-Mar-21 20:46 ±    00:05","0.02539","0.02521","6.91","6.89","25.8","18 m -   41 m","0"
"(2023 RK44)","2024-Mar-22 05:17 ± < 00:01","0.08412","0.08411","3.74","3.73","23.7","49 m -  110 m","0"
"(2024 FD5)","2024-Mar-22 13:26 ±    00:09","0.01668","0.01656","17.92","17.91","25.8","18 m -   41 m","0"
"(2004 FH)","2024-Mar-22 14:16 ± < 00:01","0.09301","0.09300","9.96","9.95","26.4","14 m -   31 m","0"
"(2024 FS5)","2024-Mar-22 16:09 ±    00:03","0.03898","0.03867","25.03","25.02","24.8","30 m -   67 m","0"
"(2024 FK1)","2024-Mar-22 17:32 ± < 00:01","0.00688","0.00687","7.51","7.45","26.1","16 m -   35 m","0"
"(2024 EL4)","2024-Mar-23 20:42 ± < 00:01","0.03774","0.03771","11.80","11.80","24.8","29 m -   64 m","0"
"(2017 UQ7)","2024-Mar-23 23:14 ± 1_18:05","0.07111","0.07021","13.70","13.70","25.3","24 m -   53 m","0"
"(2017 FV101)","2024-Mar-24 05:17 ± 8_07:30","0.07114","0.04412","16.12","16.12","25.1","25 m -   57 m","0"
"(2019 EU1)","2024-Mar-24 12:37 ± 9_00:27","0.06379","0.02576","8.16","8.16","25.6","20 m -   45 m","0"
"(2024 EC4)","2024-Mar-24 15:47 ±    00:10","0.04979","0.04925","4.03","4.02","25.7","19 m -   43 m","0"
"(2024 GO6)","2024-Mar-24 22:09 ±    00:08","0.06089","0.06022","6.92","6.92","24.3","36 m -   81 m","0"
"(2019 CJ)","2024-Mar-24 22:47 ± < 00:01","0.03191","0.03191","4.36","4.34","25.3","23 m -   51 m","0"
"(2005 TU50)","2024-Mar-25 01:15 ± < 00:01","0.07216","0.07216","20.94","20.93","21.5","140 m -  300 m","0"
"(2024 FH5)","2024-Mar-25 01:39 ±    00:03","0.06851","0.06804","9.54","9.54","25.1","26 m -   57 m","0"
"(2024 FH4)","2024-Mar-25 02:18 ± < 00:01","0.03843","0.03825","13.19","13.18","25.8","18 m -   40 m","0"
"(2021 CF6)","2024-Mar-25 07:06 ± < 00:01","0.03729","0.03729","8.30","8.29","23.8","46 m -  100 m","0"
"(2010 TW54)","2024-Mar-26 11:53 ±    22:03","0.07857","0.05841","10.05","10.05","27.6","8.0 m -   18 m","0"
"(2024 FA3)","2024-Mar-26 14:29 ± < 00:01","0.02387","0.02380","6.63","6.62","26.2","16 m -   35 m","0"
"(2023 HM4)","2024-Mar-26 15:01 ±    00:02","0.09053","0.09052","3.56","3.55","27.7","7.7 m -   17 m","0"
"(2024 EA3)","2024-Mar-27 08:16 ± < 00:01","0.02099","0.02097","10.76","10.75","24.4","35 m -   79 m","0"
"(2024 GP)","2024-Mar-27 13:22 ± < 00:01","0.04130","0.04121","12.31","12.30","23.3","57 m -  130 m","0"
"(2024 GL1)","2024-Mar-27 18:14 ± < 00:01","0.03692","0.03686","5.11","5.10","25.5","21 m -   48 m","0"
"(2024 EO4)","2024-Mar-27 18:20 ±    00:02","0.03363","0.03312","14.95","14.94","24.8","29 m -   66 m","0"
"(2024 EO3)","2024-Mar-28 06:46 ± < 00:01","0.02573","0.02566","11.43","11.43","24.8","29 m -   65 m","0"
"(2024 FN1)","2024-Mar-28 09:35 ± < 00:01","0.04106","0.04089","6.60","6.59","26.1","16 m -   36 m","0"
"(2024 FK5)","2024-Mar-28 13:47 ± < 00:01","0.01073","0.01071","9.29","9.26","27.3","9.3 m -   21 m","0"
"(2024 ES4)","2024-Mar-28 18:36 ± < 00:01","0.04545","0.04543","5.13","5.12","25.8","18 m -   41 m","0"
"(2010 GD35)","2024-Mar-28 20:36 ± < 00:01","0.05904","0.05903","13.13","13.13","24.6","32 m -   71 m","0"
"(2024 FB1)","2024-Mar-29 02:46 ± < 00:01","0.01944","0.01935","13.17","13.16","25.2","24 m -   53 m","0"
"(2024 GB1)","2024-Mar-29 03:06 ±    01:58","0.07689","0.07518","4.34","4.33","26.6","12 m -   28 m","0"
"(2024 JA7)","2024-Mar-29 03:35 ±    03:00","0.04721","0.04667","4.33","4.32","25.8","19 m -   42 m","0"
"(2024 GH)","2024-Mar-29 07:13 ± < 00:01","0.03662","0.03650","9.68","9.67","26.2","16 m -   35 m","0"
"(2024 ED4)","2024-Mar-29 20:03 ±    00:02","0.03720","0.03683","7.81","7.80","26.4","14 m -   31 m","0"
"(2023 RO49)","2024-Mar-29 21:05 ± < 00:01","0.03622","0.03622","4.29","4.28","24.4","35 m -   78 m","0"
"(2015 MB54)","2024-Mar-30 01:59 ± < 00:01","0.02985","0.02985","3.83","3.81","24.0","42 m -   95 m","0"
"(2024 GC1)","2024-Mar-30 05:20 ±    00:15","0.09689","0.09438","13.44","13.43","25.0","27 m -   59 m","0"
"(2020 DC)","2024-Mar-30 09:23 ± < 00:01","0.06600","0.06600","6.90","6.89","26.7","12 m -   27 m","0"
"(2024 DQ)","2024-Mar-30 17:00 ±    00:01","0.01645","0.01640","2.88","2.82","24.9","28 m -   63 m","0"
"(2023 UA9)","2024-Mar-31 06:30 ± < 00:01","0.08919","0.08919","2.35","2.33","25.0","26 m -   59 m","0"
"(2024 GZ1)","2024-Mar-31 07:35 ±    00:01","0.02587","0.02549","12.10","12.09","26.9","11 m -   25 m","0"
"(2024 GL)","2024-Mar-31 14:21 ± < 00:01","0.01217","0.01213","16.97","16.95","24.9","28 m -   62 m","0"
"(2024 FQ5)","2024-Mar-31 15:32 ± < 00:01","0.00022","0.00022","8.58","7.01","31.0","1.7 m -  3.8 m","0"
"(2024 GY3)","2024-Apr-01 05:19 ± < 00:01","0.03490","0.03489","29.20","29.20","23.8","46 m -  100 m","0"
"(2024 RA16)","2024-Apr-01 09:32 ±    04:05","0.05346","0.05335","0.60","0.52","28.8","4.5 m -   10 m","0"
"(2024 FQ3)","2024-Apr-01 16:23 ± < 00:01","0.00482","0.00481","19.27","19.24","27.4","9.0 m -   20 m","0"
"(2021 GN1)","2024-Apr-01 18:43 ±    11:56","0.05792","0.03730","14.02","14.02","26.4","14 m -   31 m","0"
"(2024 FL)","2024-Apr-01 21:38 ± < 00:01","0.05292","0.05253","6.68","6.67","26.3","15 m -   33 m","0"
"(2024 FJ)","2024-Apr-01 22:43 ± < 00:01","0.07364","0.07357","7.73","7.72","25.2","25 m -   55 m","0"
"(2024 ED1)","2024-Apr-02 01:35 ± < 00:01","0.09818","0.09816","5.62","5.61","23.8","47 m -  110 m","0"
"(2024 GD3)","2024-Apr-02 07:50 ±    00:11","0.01578","0.01548","12.01","12.00","26.1","16 m -   36 m","0"
"(2024 GS2)","2024-Apr-02 12:21 ±    00:02","0.09295","0.09253","10.78","10.78","23.9","45 m -  100 m","0"
"(2024 GP2)","2024-Apr-02 13:12 ±    00:10","0.00905","0.00898","13.94","13.92","26.3","14 m -   32 m","0"
"(2024 GR)","2024-Apr-02 14:13 ±    00:02","0.02279","0.02271","2.68","2.63","27.8","7.5 m -   17 m","0"
"(2024 CZ11)","2024-Apr-02 14:16 ± < 00:01","0.05823","0.05821","10.78","10.78","23.3","58 m -  130 m","0"
"(2024 FN3)","2024-Apr-02 18:46 ± < 00:01","0.04538","0.04524","7.16","7.15","25.4","23 m -   51 m","0"
"(2024 FG3)","2024-Apr-02 19:09 ± < 00:01","0.02093","0.02081","15.11","15.10","25.1","25 m -   56 m","0"
"(2024 FR3)","2024-Apr-02 23:17 ± < 00:01","0.00886","0.00885","10.67","10.64","25.7","19 m -   43 m","0"
"(2024 FL3)","2024-Apr-03 16:53 ± < 00:01","0.02189","0.02186","9.60","9.59","25.2","24 m -   55 m","0"
"678964 (2018 CC14)","2024-Apr-03 17:12 ± < 00:01","0.05030","0.05030","8.89","8.89","22.4","86 m -  190 m","0"
"(2023 GC2)","2024-Apr-04 00:27 ± < 00:01","0.02206","0.02206","5.66","5.64","27.3","9.1 m -   20 m","0"
"(2020 FW5)","2024-Apr-04 11:15 ± < 00:01","0.07818","0.07818","11.89","11.88","25.7","19 m -   43 m","0"
"(2021 FD1)","2024-Apr-04 12:45 ± < 00:01","0.00600","0.00600","8.85","8.80","26.6","13 m -   28 m","0"
"(2024 HC)","2024-Apr-04 16:10 ±    00:02","0.01938","0.01936","1.60","1.51","27.4","8.7 m -   19 m","0"
"(2024 GH1)","2024-Apr-04 21:53 ±    00:03","0.00863","0.00861","8.90","8.86","28.2","6.0 m -   13 m","0"
"(2024 HQ2)","2024-Apr-04 22:57 ±    03:40","0.09678","0.09286","16.82","16.82","23.1","62 m -  140 m","0"
"(2024 GM5)","2024-Apr-05 07:38 ± < 00:01","0.01211","0.01207","4.98","4.94","27.8","7.3 m -   16 m","0"
"(2023 TV9)","2024-Apr-05 08:36 ± < 00:01","0.09516","0.09516","8.15","8.14","24.7","30 m -   68 m","0"
"(2024 FD4)","2024-Apr-05 12:57 ± < 00:01","0.01440","0.01437","4.11","4.07","27.4","9.0 m -   20 m","0"
"(2024 GO)","2024-Apr-05 17:07 ± < 00:01","0.00558","0.00555","29.46","29.44","26.6","13 m -   29 m","0"
"(2024 GN1)","2024-Apr-05 19:11 ± < 00:01","0.02637","0.02622","13.08","13.07","26.3","15 m -   33 m","0"
"(2024 GF)","2024-Apr-05 20:08 ± < 00:01","0.01143","0.01140","6.15","6.11","27.1","10 m -   23 m","0"
"(2024 GA)","2024-Apr-05 20:55 ± < 00:01","0.01055","0.01054","3.17","3.08","27.6","7.8 m -   18 m","0"
"(2019 FT2)","2024-Apr-05 22:30 ± 8_20:24","0.09095","0.00172","24.21","24.20","26.4","14 m -   31 m","0"
"(2024 GG)","2024-Apr-05 23:00 ±    00:06","0.03851","0.03840","5.62","5.61","26.8","12 m -   26 m","0"
"(2020 VL)","2024-Apr-06 00:51 ± < 00:01","0.07443","0.07442","3.84","3.83","25.1","25 m -   56 m","0"
"(2024 GE5)","2024-Apr-06 09:03 ±    00:51","0.05327","0.05277","7.47","7.47","26.2","15 m -   34 m","0"
"(2024 GP1)","2024-Apr-07 00:27 ± < 00:01","0.08271","0.08263","10.75","10.74","22.8","72 m -  160 m","0"
"(2014 GF1)","2024-Apr-07 01:26 ± < 00:01","0.05137","0.05137","7.84","7.83","25.9","18 m -   40 m","0"
"(2024 GB15)","2024-Apr-07 01:29 ± < 00:01","0.04386","0.04386","0.45","0.28","26.9","11 m -   24 m","0"
"(2024 FG)","2024-Apr-07 06:34 ± < 00:01","0.03163","0.03161","9.80","9.79","24.1","41 m -   92 m","0"
"(2024 GJ1)","2024-Apr-07 07:27 ± < 00:01","0.03499","0.03471","11.19","11.19","25.8","18 m -   40 m","0"
"(2024 GE2)","2024-Apr-07 10:24 ± < 00:01","0.01139","0.01136","4.70","4.65","28.0","6.8 m -   15 m","0"
"(2024 GB)","2024-Apr-07 23:25 ± < 00:01","0.03518","0.03510","8.97","8.96","24.3","38 m -   84 m","0"
"(2024 GS3)","2024-Apr-08 01:20 ± < 00:01","0.02647","0.02640","10.29","10.28","25.3","23 m -   51 m","0"
"(2024 GB4)","2024-Apr-08 08:58 ± < 00:01","0.01081","0.01077","8.16","8.13","25.8","18 m -   41 m","0"
"(2024 GQ)","2024-Apr-08 12:38 ± < 00:01","0.01438","0.01435","9.94","9.92","27.2","9.5 m -   21 m","0"
"(2005 FG)","2024-Apr-08 13:02 ± < 00:01","0.04714","0.04714","5.54","5.53","24.1","41 m -   92 m","0"
"(2024 CO10)","2024-Apr-08 15:33 ± < 00:01","0.06005","0.06005","3.84","3.83","24.0","42 m -   93 m","0"
"(2024 FG1)","2024-Apr-08 18:53 ± < 00:01","0.05659","0.05658","8.94","8.93","23.4","56 m -  130 m","0"
"(2024 FG4)","2024-Apr-08 21:58 ± < 00:01","0.06491","0.06475","8.33","8.32","25.2","24 m -   53 m","0"
"(2024 HU)","2024-Apr-09 02:52 ± < 00:01","0.07612","0.07604","19.10","19.10","23.8","46 m -  100 m","0"
"(2024 GW4)","2024-Apr-09 04:07 ±    00:03","0.00109","0.00109","12.12","11.91","28.9","4.4 m -  9.7 m","0"
"(2024 GV2)","2024-Apr-09 04:17 ± < 00:01","0.00072","0.00072","4.72","3.85","29.2","3.9 m -  8.7 m","0"
"(2024 GQ1)","2024-Apr-09 11:19 ± < 00:01","0.00370","0.00369","13.42","13.36","28.5","5.2 m -   12 m","0"
"(2024 GY4)","2024-Apr-09 12:08 ±    00:03","0.00084","0.00084","9.33","8.99","29.6","3.3 m -  7.3 m","0"
"(2024 GE)","2024-Apr-09 19:29 ±    00:06","0.07073","0.07036","7.74","7.74","25.7","19 m -   42 m","0"
"(2022 OB5)","2024-Apr-09 21:56 ±    04:31","0.06818","0.06818","1.57","1.55","28.9","4.4 m -  9.8 m","0"
"(2024 GX3)","2024-Apr-10 08:27 ± < 00:01","0.00048","0.00048","10.17","9.60","29.7","3.0 m -  6.8 m","0"
"(2024 GJ5)","2024-Apr-10 12:51 ± < 00:01","0.01902","0.01891","8.28","8.26","26.7","12 m -   27 m","0"
"(2024 FZ3)","2024-Apr-10 13:18 ± < 00:01","0.06347","0.06327","8.24","8.23","25.3","23 m -   52 m","0"
"(2024 FL1)","2024-Apr-10 13:39 ± < 00:01","0.08567","0.08559","8.99","8.99","24.3","37 m -   83 m","0"
"(2024 FT2)","2024-Apr-10 14:09 ± < 00:01","0.03016","0.02998","11.86","11.85","25.1","25 m -   56 m","0"
"(2021 PT3)","2024-Apr-10 21:13 ± 5_13:25","0.07474","0.05667","8.06","8.06","25.7","20 m -   44 m","0"
"(2024 GP5)","2024-Apr-11 03:26 ± < 00:01","0.04436","0.04381","19.70","19.70","24.8","29 m -   64 m","0"
"(2024 GY5)","2024-Apr-11 05:48 ± < 00:01","0.00530","0.00528","15.67","15.64","27.9","7.1 m -   16 m","0"
"(2024 GZ)","2024-Apr-11 10:43 ±    00:13","0.05205","0.05168","5.56","5.55","26.5","14 m -   30 m","0"
"(2024 GU3)","2024-Apr-11 20:04 ± < 00:01","0.02469","0.02465","7.68","7.67","25.8","19 m -   41 m","0"
"(2024 GC6)","2024-Apr-11 20:38 ± < 00:01","0.02425","0.02417","12.59","12.58","25.8","19 m -   42 m","0"
"(2024 HV)","2024-Apr-11 21:50 ±    00:03","0.05021","0.04908","16.94","16.93","24.6","33 m -   73 m","0"
"(2024 HN2)","2024-Apr-12 00:47 ±    00:24","0.04775","0.04684","7.21","7.20","24.9","28 m -   63 m","0"
"(2024 GA2)","2024-Apr-12 03:32 ± < 00:01","0.03678","0.03656","13.90","13.90","25.4","22 m -   50 m","0"
"(2021 RJ19)","2024-Apr-12 07:01 ± 9_16:07","0.05026","0.02334","11.44","11.43","25.8","18 m -   41 m","0"
"(2024 FX3)","2024-Apr-12 21:23 ± < 00:01","0.02441","0.02432","11.73","11.72","25.5","21 m -   47 m","0"
"(2021 GQ5)","2024-Apr-13 04:00 ±    05:25","0.02255","0.01879","7.46","7.44","28.5","5.3 m -   12 m","0"
"(2024 GT2)","2024-Apr-13 06:13 ± < 00:01","0.00586","0.00585","6.78","6.71","27.4","8.7 m -   19 m","0"
"(2024 GV3)","2024-Apr-13 11:38 ± < 00:01","0.00341","0.00340","10.93","10.86","28.6","5.0 m -   11 m","0"
"(2009 HD)","2024-Apr-13 15:38 ± < 00:01","0.08025","0.08025","10.02","10.02","22.9","69 m -  150 m","0"
"(2024 FP3)","2024-Apr-13 17:18 ± < 00:01","0.00682","0.00680","6.34","6.28","26.1","16 m -   36 m","0"
"(2024 GE3)","2024-Apr-13 20:54 ± < 00:01","0.02548","0.02531","7.35","7.33","26.1","16 m -   36 m","0"
"(2024 GG6)","2024-Apr-13 22:36 ± < 00:01","0.02253","0.02247","10.51","10.50","25.3","24 m -   53 m","0"
"(2024 GA1)","2024-Apr-14 01:59 ± < 00:01","0.02435","0.02427","18.12","18.11","24.1","40 m -   90 m","0"
"(2024 GN)","2024-Apr-14 04:14 ±    00:01","0.08716","0.08668","9.28","9.28","24.5","33 m -   74 m","0"
"(2024 GB3)","2024-Apr-14 04:30 ± < 00:01","0.05010","0.04963","17.13","17.12","24.5","34 m -   76 m","0"
"(2023 FN13)","2024-Apr-14 10:57 ± < 00:01","0.00851","0.00851","4.90","4.84","27.2","9.6 m -   21 m","0"
"(2022 UO1)","2024-Apr-14 17:02 ± 1_20:56","0.04281","0.02615","14.04","14.04","25.2","24 m -   54 m","0"
"(2024 HB)","2024-Apr-14 17:46 ± < 00:01","0.00348","0.00347","12.12","12.05","28.0","6.7 m -   15 m","0"
"(2024 HG)","2024-Apr-14 19:48 ± < 00:01","0.00270","0.00270","17.32","17.27","27.3","9.3 m -   21 m","0"
"(2024 GB6)","2024-Apr-14 20:29 ± < 00:01","0.01201","0.01199","5.16","5.11","27.3","9.3 m -   21 m","0"
"(2024 EM4)","2024-Apr-14 20:34 ± < 00:01","0.09886","0.09865","10.02","10.01","22.9","69 m -  150 m","0"
"(2024 GW)","2024-Apr-15 00:11 ±    00:08","0.02856","0.02831","8.68","8.67","25.7","19 m -   43 m","0"
"(2024 HE)","2024-Apr-15 03:15 ± < 00:01","0.00558","0.00557","15.36","15.33","27.2","9.5 m -   21 m","0"
"(2023 UN1)","2024-Apr-15 03:57 ± < 00:01","0.06141","0.06141","17.94","17.93","21.7","120 m -  270 m","0"
"(2024 GL2)","2024-Apr-15 05:01 ± < 00:01","0.02799","0.02772","8.63","8.62","27.3","9.3 m -   21 m","0"
"(2024 GC2)","2024-Apr-15 05:20 ± < 00:01","0.07983","0.07891","15.66","15.66","25.1","25 m -   56 m","0"
"(2024 GO1)","2024-Apr-15 05:57 ± < 00:01","0.02166","0.02155","9.06","9.05","27.2","9.5 m -   21 m","0"
"(2024 GZ5)","2024-Apr-15 16:47 ± < 00:01","0.00046","0.00046","5.04","3.71","30.3","2.3 m -  5.2 m","0"
"(2024 FJ4)","2024-Apr-15 17:30 ± < 00:01","0.03646","0.03630","9.51","9.50","25.3","23 m -   52 m","0"
"(2024 HN)","2024-Apr-15 19:09 ±    00:24","0.06397","0.06346","9.32","9.32","24.3","36 m -   81 m","0"
"(2024 GK6)","2024-Apr-16 13:14 ± < 00:01","0.02046","0.02039","8.25","8.24","26.8","12 m -   26 m","0"
"(2018 CH)","2024-Apr-16 17:12 ± 1_12:56","0.05397","0.04008","9.32","9.31","26.4","14 m -   31 m","0"
"(2024 HA)","2024-Apr-16 17:42 ± < 00:01","0.00010","0.00010","19.46","18.10","31.8","1.2 m -  2.6 m","0"
"(2024 GF3)","2024-Apr-16 18:38 ± < 00:01","0.03554","0.03529","12.90","12.89","25.7","19 m -   43 m","0"
"(2024 GM1)","2024-Apr-17 01:52 ± < 00:01","0.00885","0.00885","10.37","10.34","25.6","20 m -   45 m","0"
"(2015 YK)","2024-Apr-17 02:05 ±    18:03","0.07580","0.07514","2.83","2.81","25.9","0.046±0.014 km","0"
"(2014 GJ45)","2024-Apr-17 03:08 ± < 00:01","0.05272","0.05272","14.24","14.23","23.6","50 m -  110 m","0"
"(2024 JJ)","2024-Apr-17 07:12 ±    03:19","0.02510","0.02403","15.38","15.38","25.6","20 m -   45 m","0"
"(2024 HW5)","2024-Apr-17 07:39 ±    00:25","0.03251","0.03219","35.13","35.13","23.4","56 m -  120 m","0"
"(2024 JC2)","2024-Apr-17 07:53 ±    00:07","0.01492","0.01483","4.90","4.87","26.5","14 m -   30 m","0"
"(2024 HO)","2024-Apr-17 13:10 ± < 00:01","0.00116","0.00116","10.17","9.94","28.8","4.6 m -   10 m","0"
"(2024 HZ)","2024-Apr-17 14:11 ± < 00:01","0.00312","0.00311","7.17","7.05","28.7","4.9 m -   11 m","0"
"(2024 GF5)","2024-Apr-17 14:48 ± < 00:01","0.02477","0.02463","7.39","7.37","27.3","9.2 m -   21 m","0"
"(2024 FU1)","2024-Apr-17 16:58 ± < 00:01","0.08907","0.08907","7.15","7.14","24.0","42 m -   94 m","0"
"(2024 HP1)","2024-Apr-18 02:30 ±    00:01","0.04488","0.04455","9.90","9.89","24.4","35 m -   79 m","0"
"(2019 GS1)","2024-Apr-18 02:56 ± < 00:01","0.05620","0.05620","9.41","9.41","24.5","34 m -   76 m","0"
"(2024 FF4)","2024-Apr-18 05:42 ± < 00:01","0.04121","0.04114","13.03","13.03","24.2","38 m -   86 m","0"
"(2024 GJ6)","2024-Apr-18 08:36 ± < 00:01","0.00652","0.00650","8.12","8.07","28.0","6.6 m -   15 m","0"
"(2007 GQ3)","2024-Apr-18 14:21 ± < 00:01","0.08532","0.08532","11.34","11.34","22.0","100 m -  230 m","0"
"(2024 GA6)","2024-Apr-18 16:37 ± < 00:01","0.00689","0.00688","7.07","7.01","27.4","8.7 m -   19 m","0"
"(2024 GV)","2024-Apr-18 17:49 ± < 00:01","0.06766","0.06714","9.60","9.59","24.2","39 m -   87 m","0"
"(2023 RA4)","2024-Apr-18 21:14 ± < 00:01","0.08854","0.08854","3.54","3.53","24.7","31 m -   69 m","0"
"(2024 GL5)","2024-Apr-18 21:21 ± < 00:01","0.04288","0.04262","11.72","11.72","25.7","19 m -   43 m","0"
"(2023 HU3)","2024-Apr-18 21:57 ± < 00:01","0.03934","0.03934","19.14","19.14","25.0","26 m -   59 m","0"
"(2024 GD1)","2024-Apr-18 23:28 ±    00:01","0.07508","0.07369","10.44","10.44","24.8","30 m -   67 m","0"
"(2024 FU4)","2024-Apr-19 03:40 ± < 00:01","0.04914","0.04909","7.52","7.51","25.5","21 m -   48 m","0"
"(2020 HW6)","2024-Apr-19 05:21 ±    13:46","0.05383","0.05186","6.09","6.08","26.0","17 m -   38 m","0"
"(2024 GP7)","2024-Apr-19 08:14 ± < 00:01","0.01900","0.01894","3.61","3.57","27.6","7.9 m -   18 m","0"
"(2021 JW2)","2024-Apr-19 08:53 ± 2_00:28","0.00417","0.00270","5.09","4.96","27.6","7.9 m -   18 m","0"
"(2024 HQ)","2024-Apr-19 08:54 ± < 00:01","0.00213","0.00213","7.51","7.34","29.4","3.5 m -  7.8 m","0"
"(2017 SA20)","2024-Apr-19 09:48 ± 1_11:12","0.00979","0.00009","6.19","6.15","28.4","5.7 m -   13 m","0"
"(2024 GT3)","2024-Apr-19 10:11 ± < 00:01","0.07650","0.07621","8.12","8.12","24.5","34 m -   76 m","0"
"(2024 FT4)","2024-Apr-19 20:12 ± < 00:01","0.04938","0.04914","5.22","5.21","26.1","16 m -   35 m","0"
"(2024 HL)","2024-Apr-19 23:53 ± < 00:01","0.01240","0.01236","19.66","19.65","26.6","13 m -   29 m","0"
"(2024 GD5)","2024-Apr-20 03:29 ±    00:01","0.03543","0.03526","4.53","4.52","26.9","11 m -   24 m","0"
"(2016 EC157)","2024-Apr-20 04:41 ± < 00:01","0.08397","0.08397","12.96","12.96","23.6","51 m -  110 m","0"
"(2024 GF6)","2024-Apr-20 09:19 ± < 00:01","0.00590","0.00588","8.19","8.14","26.9","11 m -   25 m","0"
"(2024 JM)","2024-Apr-20 12:16 ±    00:11","0.03293","0.03254","13.58","13.58","24.5","33 m -   75 m","0"
"(2024 HR)","2024-Apr-20 20:05 ± < 00:01","0.04892","0.04870","17.70","17.69","24.6","33 m -   73 m","0"
"(2024 HD)","2024-Apr-21 10:44 ± < 00:01","0.01510","0.01507","5.64","5.61","27.0","10 m -   23 m","0"
"(2024 JY6)","2024-Apr-21 12:22 ±    00:08","0.07277","0.07130","15.73","15.73","23.7","48 m -  110 m","0"
"(2024 GM)","2024-Apr-21 16:09 ±    00:01","0.04794","0.04783","10.79","10.78","23.0","67 m -  150 m","0"
"(2024 GE4)","2024-Apr-21 16:59 ±    00:01","0.06506","0.06396","9.66","9.66","24.7","31 m -   69 m","0"
"(2024 GW3)","2024-Apr-21 23:44 ±    00:01","0.05004","0.04940","13.31","13.31","24.8","30 m -   66 m","0"
"(2024 HO1)","2024-Apr-22 12:24 ± < 00:01","0.05767","0.05720","16.74","16.74","23.9","43 m -   96 m","0"
"(2022 HR3)","2024-Apr-22 14:58 ±    00:14","0.08704","0.07816","11.44","11.43","27.3","9.0 m -   20 m","0"
"(2024 JT1)","2024-Apr-23 09:20 ±    00:01","0.03541","0.03520","4.93","4.91","26.3","15 m -   33 m","0"
"(2021 GF10)","2024-Apr-23 10:42 ± 6_10:33","0.06093","0.02402","11.94","11.93","28.2","6.2 m -   14 m","0"
"(2024 HS)","2024-Apr-23 12:43 ±    00:01","0.04980","0.04927","5.71","5.70","26.0","17 m -   38 m","0"
"(2024 GK2)","2024-Apr-23 17:34 ±    00:01","0.06065","0.06017","8.47","8.47","25.9","18 m -   39 m","0"
"(2024 HD2)","2024-Apr-24 20:41 ±    00:01","0.07087","0.06957","6.66","6.66","25.6","20 m -   45 m","0"
"(2021 VH2)","2024-Apr-25 09:03 ± < 00:01","0.02383","0.02383","2.69","2.65","28.8","4.6 m -   10 m","0"
"(2024 JB7)","2024-Apr-25 09:16 ±    00:03","0.02098","0.02075","10.96","10.94","26.1","16 m -   36 m","0"
"(2024 HY1)","2024-Apr-25 09:55 ± < 00:01","0.00300","0.00299","8.56","8.46","27.4","8.6 m -   19 m","0"
"(2024 JN1)","2024-Apr-25 10:32 ±    00:02","0.02867","0.02834","17.94","17.93","24.1","39 m -   88 m","0"
